x,y
2.82254316543169,5.2458224009201295
28.849956590607086,22.591431903060556
80.80374663409808,57.23508110560614
91.3222308896495,64.24084939198755
72.64670409374939,51.80905315058046
92.33301374318225,64.89680666496389
51.08747715763585,37.41437064870431
41.27130974802466,30.89007717053418
50.30292770669447,36.906861697076785
23.871974066212598,19.290703289563332
49.16252501087527,36.14880601693076
16.61581535157697,14.432955417892966
39.2558421688986,29.518385186459163
81.74909811429171,57.881045044384805
45.640252729237766,33.793446568114035
2.672085869566798,5.150642336425096
42.849125916625056,31.931372931420235
19.389141538916764,16.279624940599764
24.500383364583822,19.683274816508952
12.999893439972855,12.02671978069338
15.88509298872941,13.959325073589852
7.779885520726049,8.554091619151388
3.9794651857798513,5.989115262641408
79.4613877313462,56.33436018973701
37.60807688449505,28.406987691783176
39.56942975869112,29.71419969387737
63.323716627232194,45.576804604469366
75.12454066174851,53.440985111276966
64.33415919416724,46.24706352848286
73.1811705370316,52.152241325160695
70.0459305351828,50.04656273631026
21.0458296322953,17.389140450394507
58.69377745598202,42.4774951360691
62.29618065755312,44.89294900444548
94.35612369385026,66.26912451873987
92.05683377423516,64.72484112200043
79.53292384338451,56.39250231750984
57.815876523166395,41.88628606679373
12.619231880324078,11.790386192475351
25.37410115852112,20.25428792669023
40.8079177398856,30.544122790701795
35.68157551813754,27.148403450100545
67.44123141260245,48.32016512498472
69.0797748379399,49.40736991092925
36.57117827074525,27.71468454518305
93.69007432172273,65.84210132413202
41.82259154341727,31.24200886077757
14.028769064440628,12.70797842705614
48.760557382014206,35.88894042245351
12.796170194141832,11.878604086782147
4.495022107971636,6.363330728636878
92.85574045228773,65.26286997097351
32.49163641903804,25.02912767790096
73.11857538287326,52.11422915826984
91.59400757994008,64.42648238575921
79.04790596544122,56.04954383416194
74.21020345938298,52.817903443252426
78.6165586240722,55.768671583109416
14.4885625305601,13.000999917708727
21.79594117432172,17.874038792417778
25.040318752679124,20.051787335077496
79.05389925260098,56.04156169587382
43.774035922935916,32.52534901812025
95.67477881515215,67.15815928370738
51.5708869372293,37.72792845644396
8.36754430419121,8.936814155102878
22.276108281203598,18.20788932855876
42.193504266289075,31.494397914140908
61.381354306490046,44.28714512742975
59.88825532735529,43.28099519766125
56.00005604844049,40.713363685071776
52.92481231377298,38.647540727163005
11.521689897298904,11.041560174859995
90.10497056853794,63.45080039085205
83.99821155808127,59.342908449493834
41.53400807630631,31.064810463389417
22.040880722117794,18.06720348238359
60.34039309689793,43.59645294848597
41.098146030887236,30.767552520145475
52.01374592343846,38.01190410653706
82.86563705513059,58.59011906042114
33.42813030220181,25.65872136689181
59.64033975162418,43.11851004583308
90.1829020179697,63.4732376984112
55.33316781980437,40.240353500214596
49.88694526188856,36.637028277063386
39.223413120015216,29.515789405642455
23.300891369924827,18.878511601313978
28.54359160365012,22.411327267419747
55.70924673358986,40.506045196028154
44.623762636898626,33.09934004364855
42.709444384848624,31.81047450376408
91.26074065161981,64.17984902423507
45.251470963334405,33.532239563292094
10.60049630692136,10.405690165068714
91.95957803316962,64.6518561396379
18.537040011842997,15.714207349551826
7.500828220998157,8.377956850211199
99.17232595298938,69.47332670974865
19.763301079486883,16.5567680887092
39.31034476835394,29.570976010849588
60.83994868071999,43.914753772164694
40.841748626549446,30.56490397453825
84.63831070655459,59.80817735528611
23.93057570234666,19.308328380023468
89.47205837938587,63.01945874187192
85.07730855972486,60.0796229902351
89.44556932139977,62.99291449992585
78.69795854577953,55.84716041136047
98.60060842250682,69.09454300670643
77.38415685373582,54.951430610203616
58.27603417247119,42.18716713792115
55.850418231731865,40.57773321701541
12.89388219263341,11.943921836517756
9.747971669501322,9.880972729733019
56.92800709440343,41.319897598518715
22.166594838408173,18.120851330501775
68.86208389250345,49.251314326049425
35.312676821102414,26.9120094228181
78.71118875188809,55.85679060263331
41.397736646515725,30.944842325039865
97.97398331131902,68.65239568590904
92.87612714523202,65.26977773388818
59.541705884222154,43.03837090723483
20.750280230766727,17.186137528747352
